200 8000
1859 2878 3
589 6669 4
5228 6242 3
1030 6683 4
7079 6125 2
6404 674 4
918 103 4
7167 7245 1
2836 462 1
3756 2902 2
3526 4766 4
1862 4157 2
3365 5509 2
2126 7938 1
2564 5156 2
3088 2939 1
5884 2159 3
332 2055 1
7207 4244 3
2779 359 2
7762 6131 4
878 1186 2
1491 5748 4
608 207 3
2831 6435 3
7891 6151 4
1688 1288 2
6492 6596 2
6034 7110 4
1310 3768 1
5843 3739 4
1867 7516 3
7180 5656 3
3865 6416 2
4762 7133 3
4155 2960 1
3693 4003 4
3547 5362 2
5772 1456 2
3084 6090 1
4845 2559 3
4662 5354 2
5024 7675 3
646 1124 2
3850 4645 3
3286 362 4
284 7754 2
3125 4382 1
11 702 3
2332 2711 4
1552 6421 1
6346 2301 4
766 7605 2
6521 5970 2
2142 1161 3
2160 7486 1
1888 3993 3
5864 5471 3
5521 6470 1
941 7732 2
2073 7347 3
5685 5760 4
7753 337 3
3298 4382 1
7004 4393 3
507 4111 2
1242 1353 2
3967 4104 1
4016 6035 2
4527 5627 4
630 7004 1
5652 3093 1
7885 5701 1
3290 8023 1
7231 1361 3
4500 123 4
5585 3342 1
396 1268 3
7771 3252 1
3879 6272 2
3001 6094 3
3729 3396 3
8112 6341 3
7456 4633 3
7970 5188 1
1952 1113 1
3928 4157 4
986 2374 2
230 7606 2
46 1288 4
4934 7068 2
7762 3921 4
7730 2540 1
7997 6582 1
5088 3022 3
6202 2669 4
6296 4952 2
5661 5479 2
7921 98 2
4855 3198 4
1554 2454 1
7411 56 3
6775 7187 1
6046 916 1
3958 82 3
3776 2235 4
7857 983 4
4658 1093 2
6082 643 4
7681 913 2
157 7734 4
76 2740 4
2967 7950 2
5421 5741 2
6927 657 2
4787 2798 1
1990 5964 1
4136 348 2
3722 86 1
4696 8028 1
765 3792 1
5278 2757 4
5632 6944 2
6913 8066 1
2495 4682 1
3316 1226 1
4936 3605 1
6684 5710 3
2782 4943 2
5989 5902 2
4465 1622 4
1906 4418 2
2286 2580 3
3210 439 2
4600 6483 2
223 3361 4
4831 3082 2
862 2665 3
260 4943 3
2105 3947 2
3235 4590 1
6846 6936 3
2254 5668 3
5771 1529 3
6535 2602 4
4728 3353 2
2983 2325 2
3395 403 2
2488 400 3
4394 1599 1
5470 3782 2
7626 2037 4
1328 760 3
2392 6273 4
6780 5427 1
2527 3738 1
594 7105 3
4301 1092 3
6775 4075 3
7967 1256 3
257 5507 1
988 2415 3
6704 1251 2
3764 4354 1
5164 3566 4
2465 4058 1
5209 2851 3
4320 6605 2
743 5122 4
1611 4740 3
5738 3106 3
841 2298 4
6532 4037 2
7197 3151 4
3753 5052 4
252 5206 1
4473 5046 3
1203 5303 3
538 1349 1
2811 5496 2
5878 3543 3
2679 3756 3
4714 3723 1
2987 7937 1
6090 5065 4
7909 6303 4
532 4249 1
1266 7515 1
2077 5528 3
2489 4114 3
6475 4938 1
1745 2646 2
6938 875 3
5129 6891 4
3370 163 2
443 1947 4
7934 180 1
6563 7960 2
1737 1597 2
2567 1257 1
3195 5900 2
6931 3961 1
6476 7057 1
2872 6469 4
5532 2914 1
1935 8046 1
2276 5115 3
4088 5317 2
5781 2249 1
5504 7174 4
2871 1939 3
6449 7126 2
1227 5166 1
3369 7744 4
648 5206 3
4523 2967 1
4928 4880 3
7274 4641 3
6131 3771 4
1431 5447 1
4776 5962 4
7265 2924 4
3981 8076 4
5981 3102 4
6416 1494 1
5108 4775 2
3271 2473 4
7774 6403 4
4369 5950 1
2761 4328 1
6705 2098 3
8181 7084 2
5819 6781 4
669 1512 1
6496 2582 1
245 4319 4
4025 4105 4
1588 5266 2
1337 91 1
5915 7070 1
1635 1417 4
4384 3096 4
4314 4807 1
3495 6640 1
7163 6704 4
6385 2702 3
7136 332 1
851 7187 1
107 2686 2
4168 937 3
6578 3278 4
1481 5969 4
1925 3190 1
5832 3466 4
2256 1921 3
3395 7124 3
6559 125 4
6684 2439 4
6067 98 2
6330 8056 2
1021 6567 4
2751 7619 4
2596 3691 1
1097 6859 4
7093 4277 2
1198 5218 2
2654 5811 4
5153 711 1
2896 5015 3
4418 6518 4
1264 4690 1
5896 219 2
5090 5145 4
4606 3221 3
3652 1070 4
1730 7423 4
8024 507 3
4152 1517 3
2252 7469 1
7099 8067 3
3307 2931 4
3538 613 1
7224 5036 3
234 1750 1
1546 4490 3
1551 6892 3
4751 5182 4
2507 2737 2
1229 1841 1
1410 3171 4
8128 6071 3
4209 4677 4
4658 7369 3
5578 7920 2
7389 7319 1
8130 4960 4
6991 8068 1
674 1691 4
4243 8190 2
3930 7162 1
140 4081 4
2056 3062 2
5579 7226 4
2000 5622 4
6521 7461 1
6200 5987 4
4065 607 3
4467 2756 4
7644 2037 4
5178 739 1
1905 1234 1
7722 4743 1
5933 1401 3
8144 4694 1
889 2454 2
5874 6165 2
5113 3016 4
8107 2260 3
2997 2504 4
4022 6044 1
1973 8138 1
1862 1116 4
2444 7780 4
4890 6953 4
7051 5609 4
2360 8177 3
5260 5925 3
5707 3616 4
1551 7503 4
3820 1220 2
7784 124 3
366 547 2
5372 4853 4
4680 7713 2
5296 5704 1
7376 11 2
4335 3187 2
3187 7328 1
2060 8099 3
3752 2073 3
7375 3298 4
7103 4003 1
1688 2062 2
3235 6737 1
1728 7076 3
2584 912 4
2940 116 1
700 3669 4
3213 158 1
5105 4427 2
970 7242 3
6762 5780 1
5637 1218 2
998 2744 3
6681 6021 2
7484 2364 3
6834 2578 3
5 414 4
3932 5147 2
4217 1085 1
6678 8127 3
6714 3696 2
37 5768 3
4660 6223 4
6785 4162 1
6275 585 1
1993 2909 3
4537 1787 1
8098 6783 4
8132 1001 2
2084 5981 4
6899 6803 4
7564 5795 3
3177 3704 3
1086 512 1
3466 3826 4
2698 2436 4
933 2382 3
7900 4415 3
5678 3840 1
4620 3368 2
4444 1293 3
5573 55 4
3269 5453 2
4193 7063 1
7998 4643 3
3012 1681 1
5942 2609 2
6817 5350 1
6554 3763 2
381 7265 2
3816 3602 4
4965 3340 2
3632 7595 3
5669 2048 4
6293 6674 1
1961 7894 3
1517 6872 2
7333 7068 1
1514 3003 2
5264 3824 3
3249 3375 3
4642 3697 2
3301 5788 1
6461 5155 1
4643 5562 2
580 6141 3
1505 4586 1
153 4371 1
3377 5901 1
1378 1715 1
4342 4431 4
5903 63 4
4932 2337 2
926 6769 4
5497 2790 3
2345 1781 1
7629 614 4
1429 974 2
5359 3320 1
2019 5598 1
2715 7765 3
1603 1414 3
3819 2115 1
101 2574 4
3395 5612 3
4111 4286 3
4827 4543 1
7315 6215 1
4749 7937 3
7293 3570 3
3686 1153 4
2660 4823 4
193 2027 2
4977 1352 4
6542 7753 2
7299 6760 1
2046 2514 3
8041 5078 3
19 6414 1
1962 747 3
7663 5843 2
7011 3301 4
726 2898 4
6437 26 2
7046 1000 3
291 7960 2
5073 2301 2
7924 2597 2
6891 8164 1
606 2210 1
7383 932 3
7165 3986 4
7400 6416 1
2589 29 4
6015 5940 1
0 5043 4
3733 3879 1
7086 7736 3
3509 4483 3
5934 4807 1
1770 2600 2
1182 5764 2
6613 1677 4
6212 7112 1
3888 3900 3
4541 1138 3
2952 4780 4
1845 6108 3
939 1491 2
7559 5838 1
6660 1733 2
4497 5032 4
896 6948 2
3327 8111 1
