500 800
20 74 125
34 34 181
54 66 166
49 57 145
75 3 164
78 15 137
10 59 194
94 4 171
84 65 113
37 48 133
90 38 113
99 39 106
21 70 134
45 87 116
81 4 200
34 98 192
97 5 199
53 76 117
58 11 196
44 20 168
93 23 157
91 57 195
70 24 150
8 0 108
34 60 110
78 67 118
52 19 121
83 64 180
58 85 119
16 80 173
54 52 189
35 89 160
52 79 100
100 89 160
100 57 111
73 3 125
74 42 123
93 10 144
64 81 177
99 67 119
45 43 157
4 27 194
12 97 193
72 53 187
96 17 107
25 19 135
44 26 176
97 68 128
63 55 193
55 93 102
98 73 191
1 42 123
19 33 122
45 27 101
66 78 112
10 81 198
99 85 128
44 50 120
63 62 182
66 39 191
54 1 119
35 16 174
22 16 183
67 88 160
37 17 185
1 84 124
36 82 163
14 68 105
40 54 152
23 75 178
42 48 115
58 38 134
7 61 106
11 96 117
46 94 128
7 3 137
27 78 103
99 18 188
59 100 193
49 33 122
25 90 101
49 21 122
32 43 108
79 72 196
52 37 176
68 69 124
27 2 184
56 56 153
60 7 109
26 7 137
24 52 166
6 25 114
67 9 119
10 85 129
19 37 200
0 32 117
2 3 163
43 87 131
7 17 124
21 72 102
11 15 145
34 56 146
45 35 100
97 19 156
25 62 175
93 1 176
19 82 146
11 70 185
30 47 170
37 35 195
80 37 126
4 58 165
52 47 174
34 71 164
95 79 166
64 76 184
51 16 173
49 10 196
51 36 115
33 37 170
94 1 110
14 33 125
93 72 139
76 92 126
61 21 118
17 39 161
99 63 145
14 56 187
50 66 122
38 60 176
63 15 152
87 96 158
8 8 161
31 40 171
22 12 126
75 31 119
18 64 149
11 9 102
38 40 142
66 38 180
71 5 164
84 88 124
49 34 151
18 18 114
56 97 147
4 45 159
84 84 135
41 99 114
56 42 108
64 37 108
6 37 158
82 83 112
78 18 145
86 100 156
39 84 185
49 41 132
72 92 162
54 67 188
37 6 154
13 21 108
60 76 158
36 93 116
50 65 105
34 32 106
74 42 117
4 42 163
16 59 179
53 60 127
42 42 122
58 36 179
51 66 160
58 94 187
85 62 110
95 75 181
29 15 101
35 27 173
13 16 159
78 66 165
90 38 180
72 45 155
55 55 187
24 97 132
72 15 128
74 44 166
41 78 111
30 24 185
89 58 156
40 52 122
52 32 172
90 53 131
6 0 136
29 18 176
52 5 156
0 84 172
67 84 112
79 41 157
78 81 186
27 95 193
88 88 126
50 82 130
87 30 125
3 16 107
58 51 137
12 39 108
0 52 137
64 97 165
68 46 165
9 36 104
49 84 195
