500 2000
22 63 113
59 54 165
4 17 188
76 42 164
81 58 115
21 58 127
75 72 182
28 44 118
23 37 187
43 47 141
8 28 105
51 82 117
77 60 166
17 13 179
71 90 149
69 49 123
93 10 118
73 13 182
35 99 137
3 58 139
5 76 127
90 63 166
58 49 171
69 64 141
89 93 138
29 100 165
58 25 154
67 17 192
89 59 116
74 33 146
52 43 164
63 60 200
21 76 163
58 11 133
22 68 147
69 66 129
35 4 156
71 52 196
63 32 113
71 41 199
31 62 102
35 63 165
63 30 132
54 19 135
39 99 181
81 98 134
58 7 142
63 55 110
57 47 122
4 34 128
26 93 131
92 83 113
65 22 194
98 90 129
26 84 103
36 43 192
65 14 156
38 36 149
57 7 121
1 61 141
59 45 186
70 92 130
48 75 131
4 25 190
21 78 118
71 34 192
74 2 176
67 19 169
12 10 126
1 34 199
61 41 118
89 51 110
75 7 176
27 31 182
21 37 198
69 17 170
23 53 108
94 33 105
21 53 162
76 93 160
90 66 178
67 92 117
62 1 175
41 81 113
55 18 142
6 78 174
11 86 111
10 40 138
43 4 185
93 71 125
18 9 185
39 96 124
28 23 176
27 61 145
47 28 160
21 33 178
96 87 155
64 52 187
49 12 113
99 59 136
21 31 135
98 31 102
57 48 153
75 69 116
23 37 176
98 13 147
56 61 161
75 53 138
18 35 117
31 48 191
44 22 128
92 40 197
11 18 106
13 56 164
55 9 117
2 3 164
56 99 164
84 57 155
12 9 131
55 88 189
91 76 136
82 59 198
12 79 116
43 35 118
30 73 148
57 8 152
14 60 147
17 1 100
56 15 142
32 75 121
17 25 116
53 62 127
10 10 187
28 39 197
71 13 199
88 93 180
47 78 166
18 62 152
75 47 178
99 35 188
77 99 189
1 78 132
46 63 159
4 16 102
71 52 155
64 90 197
72 2 108
5 67 169
33 14 188
47 43 123
48 65 173
13 10 127
69 47 174
69 99 139
67 52 165
32 89 177
36 44 104
47 34 159
36 91 139
24 47 135
96 82 106
63 39 123
61 50 184
47 35 101
49 67 164
16 12 124
49 75 179
46 40 189
21 79 129
61 20 129
70 72 109
51 10 169
97 2 131
28 38 136
79 75 163
88 69 126
76 96 146
74 81 131
92 36 183
86 13 156
97 93 175
21 65 133
78 87 181
22 97 120
15 72 179
51 30 188
20 18 187
37 84 146
85 0 122
42 29 102
14 12 181
96 61 119
46 49 116
2 61 125
46 48 124
23 29 162
77 36 186
75 4 161
61 90 129
21 14 187
95 86 153
89 38 107
19 71 108
36 16 117
38 49 180
4 13 173
54 100 105
98 55 119
23 37 134
21 15 134
89 93 178
56 21 192
16 41 172
17 69 178
26 19 118
76 5 184
44 9 187
74 7 149
80 27 129
31 78 114
97 99 188
19 31 159
35 65 165
17 99 155
25 86 200
35 36 177
0 10 168
63 56 101
78 77 171
41 56 149
39 89 173
21 5 126
89 46 173
81 97 186
41 99 115
39 5 132
5 81 137
34 75 128
7 76 143
40 12 158
10 74 123
74 87 199
79 62 188
80 32 127
48 34 154
65 50 167
99 16 110
68 62 176
25 46 117
83 78 148
24 3 117
30 29 184
0 47 183
54 85 152
77 22 100
78 29 137
93 53 101
36 5 125
76 95 111
61 86 169
46 60 130
25 41 156
3 79 117
75 74 120
36 70 117
82 38 124
39 69 144
67 13 136
89 57 138
86 41 172
38 12 124
81 69 121
57 60 179
14 3 136
2 51 111
50 81 133
69 51 166
94 59 121
66 63 144
52 8 154
94 56 189
23 6 121
76 93 115
36 85 171
1 99 161
31 89 103
6 24 193
31 55 106
39 67 155
71 24 170
58 43 190
64 44 177
13 29 183
99 48 135
27 93 175
43 58 103
29 67 185
64 22 198
70 22 143
34 73 120
67 23 101
20 31 166
89 86 102
96 89 110
98 53 120
51 87 160
67 28 185
31 98 159
9 90 138
57 38 165
18 30 178
23 62 104
46 51 185
52 52 141
72 98 136
46 81 185
9 48 179
59 73 138
41 62 191
11 29 185
30 6 101
62 67 197
89 69 172
18 45 183
77 61 175
54 82 184
26 2 102
25 69 149
22 50 197
78 83 152
0 61 137
33 2 152
16 48 151
86 43 104
12 77 197
75 64 183
9 65 109
78 6 191
53 62 124
87 28 134
29 2 171
51 83 163
5 25 171
80 73 156
29 18 158
39 7 200
20 36 108
15 46 160
90 57 174
0 13 160
96 45 144
54 70 125
19 66 132
46 26 174
27 89 108
89 100 134
2 21 135
52 39 113
99 73 130
82 99 100
16 70 129
68 15 171
63 15 182
38 9 141
56 92 101
20 41 169
80 29 175
34 24 149
9 9 147
13 83 177
14 73 173
89 73 134
52 76 150
60 53 189
38 51 187
22 64 187
44 36 173
63 41 189
65 78 105
24 91 168
74 23 118
48 56 118
61 21 166
8 98 123
90 37 110
79 73 112
33 33 156
44 26 116
77 73 128
51 32 139
82 76 199
64 82 197
42 60 118
88 8 117
34 75 170
71 38 106
20 51 199
84 46 139
42 28 152
47 99 186
6 51 191
37 30 192
42 22 170
66 89 151
56 85 161
10 75 127
35 67 167
67 42 115
36 84 147
26 30 144
11 80 109
20 20 165
19 73 135
58 74 122
35 74 120
14 79 162
34 60 142
83 6 178
97 82 110
25 51 125
38 27 199
55 78 143
9 6 104
17 58 141
62 68 187
38 23 101
61 62 154
74 14 118
34 19 158
25 83 161
69 4 139
48 81 155
63 82 166
29 58 198
69 98 106
55 99 135
45 58 130
57 93 138
36 98 174
94 62 131
96 81 140
56 1 199
96 65 113
93 8 125
36 45 177
93 8 106
32 2 196
90 13 173
78 33 196
74 98 166
70 56 158
63 10 121
95 82 143
45 36 109
11 52 162
26 92 181
5 2 177
19 29 175
61 67 105
73 45 187
79 8 145
65 66 199
68 46 130
45 16 161
90 36 105
66 98 185
9 14 143
37 94 102
71 64 107
29 26 180
65 44 198
66 58 197
15 57 140
75 48 188
39 47 102
89 51 181
40 81 143
54 5 126
50 97 154
9 37 194
34 40 137
70 0 196
96 32 179
8 21 108
50 28 123
70 87 137
94 1 156
91 96 134
29 66 156
32 68 103
45 52 153
47 57 194
31 31 133
38 86 125
51 43 161
66 85 110
12 71 156
28 75 103
78 92 199
47 66 140
100 16 185
89 0 196
3 20 190
34 77 127
86 93 106
54 99 173
15 92 185
75 63 149
42 16 174
32 7 195
21 37 198
71 81 190
80 70 113
10 74 126
7 33 124
97 63 170
9 3 184
91 91 167
50 21 114
46 55 196
4 51 193
74 74 167
74 14 119
37 32 100
88 41 159
63 92 122
64 15 150
95 38 175
73 59 123
52 66 123
48 91 195
93 68 159
90 73 178
31 32 200
78 52 192
11 50 153
9 69 188
7 47 165
64 79 194
80 60 123
19 77 103
63 7 178
87 11 128
30 39 155
99 64 100
81 16 107
73 72 107
10 99 200
57 44 100
35 34 120
25 42 145
93 56 172
26 46 149
37 5 144
18 41 152
3 18 127
85 11 175
19 15 181
91 76 106
47 1 174
65 96 102
19 99 125
33 35 127
84 23 107
2 38 187
22 92 170
36 39 104
93 50 128
84 22 103
77 40 140
28 13 175
37 46 200
83 32 137
52 48 116
88 83 138
64 93 104
22 95 131
66 19 144
63 48 136
3 24 100
40 80 144
23 65 195
28 4 115
43 79 124
41 24 137
12 15 133
36 57 128
72 45 125
32 42 157
28 7 102
94 24 188
79 64 126
1 24 141
61 95 185
70 4 175
13 15 132
62 70 197
80 27 151
88 36 194
10 45 110
73 58 195
20 79 181
40 14 152
42 92 131
50 80 139
41 26 198
31 55 155
39 46 159
20 59 148
27 13 188
93 5 165
92 94 120
10 76 115
75 55 188
13 94 166
42 92 101
62 17 117
75 1 192
3 91 193
46 45 140
5 5 141
11 78 148
34 46 139
75 44 142
9 66 160
16 25 138
27 95 103
56 39 156
66 81 179
26 52 118
82 48 121
94 11 116
36 6 109
8 75 128
70 17 134
10 92 198
69 55 193
23 43 200
62 37 102
84 21 176
25 51 108
24 11 152
50 63 114
24 58 133
16 15 110
99 58 106
69 0 185
28 44 188
11 33 122
11 36 129
2 26 155
81 37 119
0 5 108
56 69 164
22 32 133
85 49 191
87 7 164
21 5 155
29 54 180
95 5 126
81 2 178
8 39 189
77 5 181
22 62 162
22 80 118
70 7 157
58 17 103
96 57 163
20 71 144
79 41 114
76 31 195
29 20 155
42 69 163
11 43 154
35 71 148
38 88 177
98 87 113
7 42 126
24 67 118
50 23 121
100 69 146
93 14 147
89 61 194
49 60 195
46 90 199
59 13 185
53 6 179
55 84 101
80 90 168
21 32 184
58 22 184
52 61 155
34 4 178
1 58 172
10 4 134
15 71 184
41 10 130
47 66 196
94 98 135
43 48 105
3 42 129
20 37 179
33 12 195
51 98 105
53 17 135
57 16 154
18 68 185
75 86 144
7 49 170
70 23 161
74 17 128
96 1 146
58 10 197
80 88 181
24 85 161
92 55 114
11 18 153
82 37 164
30 51 104
29 18 157
55 67 173
14 91 181
88 71 146
90 83 116
3 64 120
46 63 191
88 90 123
2 27 134
69 67 105
66 85 181
67 81 161
20 40 181
60 34 153
15 59 152
16 61 138
28 8 102
90 78 162
94 83 144
62 72 164
73 75 141
83 86 155
63 31 169
61 31 143
94 94 138
81 61 142
86 3 190
28 55 154
98 55 131
38 81 122
25 52 121
36 93 151
94 86 189
48 9 148
0 70 153
2 85 191
59 65 140
2 23 179
57 29 104
91 88 133
43 77 185
48 73 158
62 57 139
77 35 192
15 22 170
91 81 194
18 0 103
14 59 181
63 82 172
41 59 152
27 16 122
43 89 127
32 29 166
38 21 111
77 100 152
98 36 109
21 59 165
69 20 141
90 37 102
9 73 168
13 68 182
29 26 161
70 19 190
69 80 113
86 12 117
22 10 124
87 73 155
14 55 158
33 21 171
77 54 170
24 49 121
100 60 107
51 33 156
65 49 187
10 76 155
65 13 168
54 22 194
4 43 139
96 11 128
95 20 151
84 6 130
89 93 106
64 71 169
1 60 194
3 31 185
50 46 145
71 23 106
14 17 179
83 1 193
53 65 190
7 46 102
100 24 129
84 75 178
90 86 115
6 28 137
67 61 159
61 56 145
2 65 151
83 67 132
99 12 130
63 42 151
9 99 122
99 48 116
38 11 171
59 29 156
50 58 192
55 81 190
15 24 131
34 33 106
40 74 132
66 78 120
51 17 156
72 2 107
83 60 123
3 30 162
100 60 199
1 27 188
34 29 196
69 80 184
51 38 142
29 29 133
50 89 183
45 16 167
36 12 178
58 94 170
37 68 128
92 1 102
52 7 154
67 99 123
62 53 174
78 12 120
55 35 173
54 83 183
59 75 198
70 31 134
13 39 145
40 15 103
90 50 169
92 77 175
50 69 127
89 80 166
32 48 131
61 97 138
75 93 188
93 16 176
9 61 126
29 15 162
21 82 196
94 25 188
29 99 186
85 4 178
14 17 142
72 36 174
83 22 129
50 51 178
100 19 131
77 26 107
42 63 163
87 53 155
93 38 146
18 11 102
43 69 113
43 65 146
95 19 118
7 77 199
36 14 119
19 15 174
54 39 198
59 6 133
2 8 151
27 67 175
34 37 171
85 45 185
5 65 104
82 53 173
85 29 142
63 92 125
16 79 117
34 14 129
39 36 121
53 49 109
28 22 129
88 76 196
3 34 141
20 23 195
81 22 196
45 60 198
67 17 113
10 42 188
1 44 164
87 14 151
60 20 139
39 79 113
13 1 174
88 32 120
84 42 163
47 86 187
34 50 105
90 53 127
97 76 162
66 64 198
7 60 117
78 51 119
24 83 138
25 93 156
29 30 108
39 29 139
60 15 148
25 54 186
24 43 102
98 68 171
76 63 139
32 50 115
43 63 144
42 3 195
32 98 113
92 36 146
98 88 109
33 53 152
56 71 176
88 11 166
4 58 193
13 74 180
57 70 149
74 50 157
78 19 152
20 69 188
40 15 129
6 51 153
6 71 117
13 76 113
77 55 147
0 19 169
35 23 171
44 35 159
76 87 135
16 21 195
51 51 129
57 48 138
84 28 191
20 84 199
82 76 127
83 21 106
83 44 188
83 76 151
38 100 180
78 78 175
60 37 121
3 79 162
86 69 148
36 62 125
47 3 132
32 83 197
30 13 121
38 20 136
30 34 193
7 52 169
43 84 129
43 35 137
30 40 162
60 42 140
76 54 163
67 30 200
54 34 174
25 59 183
61 87 160
45 33 106
20 29 153
86 20 187
61 77 122
72 14 192
18 5 156
60 34 155
68 41 133
82 73 118
76 30 160
83 58 118
33 54 195
70 38 133
63 94 129
14 96 137
18 68 138
22 74 167
50 25 160
38 93 117
80 39 135
47 88 157
80 60 181
59 64 188
28 40 101
76 17 144
26 89 196
75 55 168
32 10 131
97 54 108
71 23 132
32 88 178
2 11 105
94 92 177
64 89 184
47 71 123
8 8 193
99 26 130
14 22 129
100 14 142
33 92 171
24 12 197
40 29 121
2 25 196
30 87 173
67 29 129
94 10 137
73 14 108
24 51 182
14 42 134
2 69 135
66 56 133
46 18 174
60 3 200
33 70 175
51 75 178
37 50 197
40 36 129
23 42 195
73 0 171
77 52 162
66 91 139
83 46 166
48 35 132
78 10 117
90 68 116
3 20 121
42 12 121
5 72 159
45 53 105
40 78 169
0 20 181
75 88 156
76 52 106
29 2 177
6 18 119
1 19 167
8 87 165
23 56 189
0 24 101
12 69 129
3 42 179
41 28 136
62 21 168
35 31 128
64 39 157
58 93 175
98 70 125
53 35 187
67 62 103
84 85 107
40 38 179
9 69 105
90 22 136
0 85 183
77 19 108
7 32 192
79 89 126
55 65 136
22 24 179
1 46 105
42 97 159
1 89 175
93 3 184
93 37 152
46 77 142
81 37 152
40 65 141
5 99 150
45 82 132
34 81 114
72 30 117
14 89 126
47 59 144
91 18 140
37 10 101
50 27 107
34 42 136
50 79 129
72 39 127
12 55 166
89 60 146
74 56 117
30 70 101
30 15 109
78 44 195
16 7 196
31 86 150
19 75 120
36 50 149
39 49 174
95 48 158
72 29 110
75 33 124
57 29 112
99 21 119
32 98 198
45 84 138
45 66 182
61 5 162
97 40 128
74 50 188
40 80 170
39 85 196
78 95 130
64 14 166
99 51 181
62 49 169
51 37 177
11 40 150
95 27 100
95 4 175
66 84 104
31 6 189
49 42 176
6 64 149
99 7 100
90 98 143
38 91 124
7 60 116
60 83 155
74 25 135
13 35 144
0 89 160
4 27 118
77 65 132
91 74 124
52 55 195
19 35 159
46 39 166
46 3 128
36 100 171
77 35 188
89 80 112
42 92 124
25 81 182
62 18 175
22 22 110
60 68 137
63 93 179
46 98 165
3 28 176
70 24 124
71 30 165
40 11 141
2 41 200
79 41 116
44 48 156
71 5 187
5 74 156
60 59 173
68 39 191
94 35 162
84 82 192
10 61 197
87 85 180
15 98 171
30 55 114
94 45 140
56 3 136
81 3 139
98 35 113
64 94 159
79 2 118
60 28 178
26 78 173
82 29 138
95 32 152
77 11 167
32 66 184
94 72 164
71 40 135
40 1 121
68 98 175
69 52 145
10 4 180
78 98 114
63 80 104
68 28 172
70 11 175
43 24 172
97 26 137
13 76 121
26 42 104
48 91 167
26 55 192
92 86 159
73 19 103
42 58 123
24 48 130
97 8 185
83 69 169
42 12 198
48 72 131
97 58 152
70 87 189
51 56 124
3 18 177
64 63 195
38 90 116
67 57 135
66 10 140
29 9 193
17 35 166
1 88 105
23 59 140
87 88 186
60 41 165
17 90 144
48 38 110
59 41 166
16 17 120
80 32 111
8 54 132
46 19 165
87 56 106
68 69 166
54 1 138
32 29 123
67 38 147
32 98 166
73 33 123
3 26 133
57 68 133
52 67 190
38 84 185
82 74 130
85 78 189
94 19 150
69 65 175
73 85 103
65 2 133
75 65 145
53 59 197
32 60 162
49 28 122
92 75 190
97 69 141
96 40 117
91 29 111
55 48 119
4 14 113
18 54 147
66 45 152
44 84 107
58 99 164
62 1 118
37 31 197
20 18 134
3 60 102
13 8 190
34 63 200
49 78 131
39 27 127
79 87 132
36 31 141
85 47 105
29 53 194
84 9 165
29 68 156
74 71 172
36 1 130
4 15 103
32 81 121
49 54 135
12 72 129
21 30 115
18 57 197
38 81 103
48 73 173
45 20 194
46 90 188
87 91 156
29 41 159
12 57 198
66 97 164
15 64 144
7 37 135
58 10 164
33 50 190
97 60 161
6 100 197
81 3 189
72 45 116
5 98 120
61 66 159
94 15 177
50 53 142
65 10 130
31 0 109
27 61 178
51 77 142
13 56 108
54 59 125
9 30 160
45 13 148
42 93 191
2 51 124
31 51 106
79 42 180
44 100 101
27 57 127
6 17 197
9 53 181
38 31 106
76 70 124
10 4 124
56 91 101
50 91 110
79 86 168
98 5 101
15 67 135
28 8 190
30 45 118
91 38 126
45 32 147
57 44 143
46 86 184
15 32 107
23 54 150
56 73 139
19 14 129
12 64 189
87 16 183
28 57 121
92 65 124
26 57 151
81 49 156
64 52 128
24 65 162
58 21 109
49 25 177
84 19 177
58 49 134
16 80 130
25 87 123
39 33 174
82 24 145
33 1 156
10 19 100
30 37 182
8 25 131
16 27 179
23 5 148
23 76 199
95 69 176
29 97 170
52 46 135
3 4 166
73 96 114
55 8 194
45 5 189
82 40 174
65 19 196
27 79 168
91 86 189
85 16 139
95 0 169
1 48 151
91 93 177
69 25 181
28 14 186
48 36 192
96 94 185
72 54 160
95 19 198
40 41 108
93 55 176
84 3 143
87 46 172
79 43 189
96 56 196
4 90 113
37 84 190
81 43 146
71 14 121
30 82 103
26 46 184
26 86 181
81 17 122
64 36 157
44 43 150
56 71 173
52 59 192
97 27 154
39 2 185
96 81 121
40 79 159
50 56 182
45 57 173
91 19 123
40 14 144
55 57 189
34 25 121
9 96 110
11 80 175
96 0 146
5 49 146
8 43 196
81 98 192
12 44 108
86 83 155
15 34 139
61 67 154
97 41 188
73 42 150
22 64 128
71 94 124
50 34 135
69 72 200
92 17 195
35 39 102
64 80 144
41 84 100
16 87 157
36 20 131
66 4 130
62 37 182
80 39 188
65 86 167
95 50 137
11 100 159
39 86 161
63 1 116
94 16 151
29 74 186
64 20 198
9 64 112
33 12 188
40 22 163
40 55 190
1 5 166
76 79 169
54 51 171
75 56 173
24 39 145
22 16 144
15 53 199
2 25 152
16 28 190
71 15 114
39 68 194
48 54 147
67 13 162
45 78 150
34 34 126
54 81 138
21 16 170
93 6 154
68 62 109
61 48 157
68 45 141
4 75 191
57 95 103
62 11 168
69 9 183
44 37 129
90 30 183
10 31 169
76 21 152
65 91 130
85 58 141
67 74 177
37 44 119
92 31 163
21 19 189
53 47 151
37 79 136
68 81 152
19 25 112
14 38 178
8 75 109
44 88 198
31 26 158
68 84 123
50 24 108
16 13 126
42 66 101
4 17 177
92 80 106
67 61 187
20 50 191
10 36 104
86 9 115
33 82 155
97 29 103
76 37 135
22 34 109
17 95 146
1 5 114
76 7 113
35 64 138
76 95 119
12 35 177
60 84 171
76 88 166
42 33 186
76 13 110
19 60 161
55 5 140
88 80 119
55 66 156
83 37 118
0 57 176
84 50 155
98 58 153
39 78 134
3 66 185
61 21 189
57 94 120
8 37 115
16 40 172
16 94 115
32 83 110
22 70 166
52 93 161
81 83 114
61 38 192
22 72 173
63 49 175
2 29 190
95 84 177
76 39 184
47 34 181
5 61 108
2 84 142
35 97 106
68 97 162
83 77 173
23 12 193
24 77 122
71 79 126
40 39 190
54 50 153
42 97 101
63 97 140
47 25 194
87 36 131
20 21 136
40 78 129
0 32 141
10 97 194
56 69 114
75 45 185
71 0 153
98 63 159
76 12 187
77 34 155
77 70 181
72 57 122
58 45 192
33 36 141
18 96 158
5 4 178
16 67 122
18 6 107
21 79 113
43 66 179
20 12 108
67 57 120
3 15 188
68 26 192
41 95 117
47 18 116
10 32 131
89 21 161
81 34 136
93 60 140
14 23 101
74 44 104
82 31 196
87 39 154
50 92 137
54 13 136
42 69 174
