500 1000
42 73 112
30 40 165
75 7 192
59 73 128
88 66 147
62 38 135
18 91 131
56 15 109
45 42 162
2 64 195
41 18 116
35 21 110
1 43 166
75 16 169
10 59 159
5 20 188
7 92 135
85 64 105
76 89 123
8 66 114
75 97 184
28 61 125
10 56 158
33 19 190
47 38 180
64 44 138
34 81 153
58 98 168
8 93 198
25 29 188
44 24 120
60 90 185
41 80 151
12 13 158
73 90 136
34 24 130
12 45 111
20 1 151
39 36 172
76 13 153
8 50 200
34 100 132
17 88 120
7 47 107
40 23 107
92 27 167
35 58 176
79 97 130
95 45 171
81 30 123
4 94 156
86 73 180
82 60 192
29 39 172
16 22 145
28 34 142
27 68 173
36 60 107
39 99 120
64 44 198
72 94 118
86 52 130
82 43 192
84 27 101
3 84 138
69 10 144
60 29 179
61 30 123
20 84 143
89 27 147
41 93 119
10 20 160
33 10 117
5 85 194
59 99 195
69 88 187
64 56 152
100 6 150
85 24 140
31 49 103
38 43 145
62 72 141
82 20 175
55 52 121
37 0 129
90 6 191
62 79 134
70 21 139
33 60 128
56 2 135
63 86 181
41 49 160
7 37 121
27 89 117
7 6 164
95 64 135
73 24 148
17 41 163
41 59 144
66 96 131
59 52 189
42 69 155
55 70 104
55 30 128
0 15 104
63 45 176
79 99 103
64 76 107
99 74 140
4 97 108
17 91 140
81 71 160
12 25 175
4 34 159
18 19 195
62 58 177
31 42 110
69 92 159
31 53 154
96 54 141
37 46 108
35 86 122
13 81 129
19 78 200
37 18 118
99 29 167
48 60 118
72 30 112
27 35 118
39 32 188
73 87 194
82 8 151
7 84 179
34 91 128
44 41 165
33 45 115
43 52 187
49 63 104
39 30 132
23 11 192
59 3 164
41 23 191
89 73 183
6 100 152
27 81 120
81 10 176
92 98 163
74 77 199
54 69 109
56 35 165
18 53 120
92 5 193
66 78 160
13 27 190
82 21 132
28 9 178
55 41 183
58 96 141
20 9 120
39 24 107
50 29 135
3 83 127
51 6 147
71 40 171
46 65 144
12 34 154
81 22 173
98 77 129
81 64 149
49 49 162
0 39 105
60 18 122
100 51 109
20 70 111
65 5 195
47 54 120
35 13 102
98 26 105
29 0 160
13 25 144
93 64 117
54 76 196
44 10 178
82 93 100
6 86 130
36 67 118
13 1 171
71 7 123
50 60 172
24 75 193
96 29 108
39 92 120
21 50 154
10 4 194
33 18 191
53 51 116
92 37 136
21 59 134
50 31 182
29 73 161
80 10 157
22 21 165
3 94 152
18 75 162
21 86 107
54 69 188
33 47 148
35 59 143
61 53 118
82 70 189
38 11 173
63 60 157
22 55 156
54 27 175
81 63 113
13 85 123
21 25 152
25 24 151
86 42 117
32 17 198
82 59 141
37 58 146
7 56 115
67 6 173
14 28 108
66 97 141
32 74 198
20 35 118
51 89 128
1 96 188
42 66 165
51 25 191
97 89 110
91 90 141
49 62 104
4 47 180
5 79 184
87 22 182
39 56 104
22 32 115
84 87 105
23 67 163
0 91 140
30 13 156
16 26 149
93 80 177
8 26 179
44 58 146
58 77 130
67 29 192
63 53 193
63 21 152
39 0 118
2 33 188
48 49 167
33 85 115
63 84 174
87 69 191
42 62 191
26 34 188
22 2 107
57 90 197
50 57 192
43 80 188
35 49 183
91 36 178
98 75 162
64 2 194
100 94 140
53 54 184
42 96 144
12 70 132
44 84 150
90 77 164
7 95 123
22 10 114
17 78 175
100 72 105
15 67 184
6 41 155
88 88 137
15 34 137
81 70 114
71 67 145
88 19 105
55 92 197
29 68 168
44 28 149
47 78 149
93 87 200
26 15 168
60 95 170
18 75 157
27 30 198
7 39 196
28 88 127
64 60 199
41 70 164
25 94 149
61 89 147
0 5 151
83 50 187
68 57 176
78 15 173
76 4 154
26 64 181
48 44 124
94 94 137
33 39 164
13 70 141
19 21 190
93 74 147
64 11 134
70 6 102
66 79 178
4 3 123
2 45 187
54 36 106
4 64 154
29 85 133
50 58 164
74 50 118
31 84 113
76 33 132
81 66 190
78 99 143
1 92 117
83 48 128
13 8 153
55 17 168
19 90 189
85 43 132
13 48 101
99 77 100
17 19 169
10 60 187
61 18 184
27 85 112
94 93 119
23 58 186
40 49 110
93 5 102
71 72 179
5 78 139
60 22 102
59 92 152
90 64 101
62 55 106
4 74 104
68 97 106
79 22 150
98 32 101
47 46 151
13 76 190
7 49 113
63 56 101
96 53 130
96 76 145
70 55 109
82 29 109
56 88 121
87 83 127
76 73 141
16 20 131
46 78 117
93 87 128
79 36 101
87 12 115
35 61 154
59 52 108
83 79 124
54 22 119
88 70 122
87 58 169
69 4 170
78 22 137
0 47 174
56 31 166
44 74 135
83 25 122
37 94 198
88 93 186
18 69 105
92 2 198
16 55 158
97 28 109
38 74 195
33 23 163
