100 400
57 48 168
38 50 198
94 61 187
6 30 160
25 34 193
26 73 100
28 59 170
81 27 138
0 4 139
100 93 190
29 41 197
89 7 144
12 2 124
22 52 187
23 9 119
39 69 164
58 97 164
5 73 118
42 21 124
66 45 192
70 4 145
11 19 104
35 3 147
63 89 180
78 74 143
0 90 141
21 17 135
7 55 117
95 39 187
4 95 170
2 73 154
64 45 198
70 53 180
20 9 170
10 74 105
50 98 169
26 58 144
99 99 189
37 64 140
86 39 187
66 84 133
98 47 113
78 41 138
10 30 164
34 84 124
15 50 103
35 3 164
75 77 197
29 19 180
14 11 102
37 96 142
5 77 199
67 13 191
79 4 140
80 34 144
47 9 107
66 58 155
88 49 100
43 21 108
51 61 163
77 34 134
83 70 113
82 7 195
91 56 148
63 94 169
38 66 113
24 50 162
20 58 155
39 1 121
83 9 100
60 78 186
14 29 160
91 87 149
44 86 144
42 95 115
72 78 148
58 10 176
23 98 134
70 39 137
67 2 188
44 77 102
14 27 111
84 37 157
5 84 142
24 48 150
37 47 159
64 47 196
75 65 151
46 42 150
9 67 163
46 64 119
50 27 180
58 57 196
49 43 131
23 8 169
16 46 139
69 30 194
68 38 150
39 97 169
75 83 160
78 22 173
35 28 101
19 37 152
70 18 154
35 67 104
86 62 173
2 50 170
89 65 177
84 82 197
13 64 112
1 49 197
67 4 110
6 32 175
31 61 144
69 52 117
1 70 131
44 81 180
22 21 192
34 35 126
1 74 198
92 49 191
35 94 152
41 13 100
89 18 101
44 60 113
25 0 121
35 9 199
56 46 124
89 37 162
78 79 150
16 4 100
72 13 166
97 30 124
2 2 111
70 71 170
81 74 151
15 25 180
12 78 107
95 59 193
33 25 123
41 17 181
12 16 141
68 50 128
52 74 111
52 29 112
90 40 178
36 33 122
98 98 200
9 44 172
7 95 176
57 26 106
91 57 173
3 61 199
81 31 162
93 82 187
67 57 115
70 58 141
37 24 175
65 26 179
35 78 116
66 36 117
18 75 122
73 37 171
55 10 192
7 26 177
5 71 167
91 13 164
44 62 151
88 11 130
70 78 141
55 28 105
68 49 160
0 28 110
91 40 107
45 13 110
46 68 103
25 17 121
12 41 187
86 59 107
39 26 108
58 63 165
40 0 182
63 8 192
81 34 145
42 57 111
29 42 139
10 74 153
2 59 171
24 70 147
83 29 115
19 87 195
69 5 119
65 56 171
49 44 150
6 1 191
54 58 131
74 74 160
21 50 114
72 85 175
60 22 112
17 6 186
37 2 112
56 47 111
38 2 149
63 34 177
97 68 178
16 27 107
13 85 175
3 31 112
78 40 160
25 52 192
48 3 145
96 50 173
67 58 173
58 82 135
91 61 191
78 96 104
86 6 116
77 58 134
70 44 122
73 96 118
51 25 126
80 29 128
57 29 187
13 78 174
1 30 127
82 55 115
14 60 192
7 31 151
7 27 182
21 77 102
90 14 151
12 16 197
2 65 110
12 0 171
54 28 109
85 84 196
51 56 146
65 20 188
86 45 171
86 27 157
14 36 122
72 30 122
97 75 169
74 13 112
24 15 196
72 92 175
12 70 196
19 54 194
65 80 122
19 84 183
91 29 125
99 90 169
69 8 196
49 5 196
92 5 169
64 6 169
42 49 104
2 57 163
70 44 176
83 64 104
66 51 182
47 65 122
57 75 122
62 86 130
13 9 200
84 52 176
95 82 154
60 69 148
43 13 200
9 19 172
68 41 175
74 44 179
15 28 141
74 27 139
24 4 193
31 67 156
25 37 114
44 81 166
93 9 150
73 22 155
53 80 198
13 46 105
68 37 154
37 72 111
27 77 183
98 63 142
68 94 148
47 92 125
52 51 152
11 9 168
37 31 188
7 78 103
96 49 150
12 30 178
7 48 110
11 67 135
37 19 151
9 66 105
58 9 181
96 74 131
79 17 190
68 30 127
71 67 133
6 97 196
29 46 105
17 78 178
21 94 178
33 3 158
83 67 136
48 28 192
37 70 104
53 41 152
42 25 148
34 88 106
21 23 186
91 83 126
20 6 172
24 3 198
