500 1500
38 83 146
20 51 158
98 86 127
45 44 130
77 34 103
7 79 161
63 38 149
77 6 165
27 71 139
86 56 180
26 78 126
42 24 200
14 47 187
38 58 155
29 23 138
56 79 176
14 51 140
100 18 103
37 42 109
95 69 132
93 80 134
87 90 129
95 49 152
47 21 174
39 46 133
10 89 141
88 28 153
62 0 144
64 12 183
100 12 136
46 81 198
32 28 187
89 27 114
56 64 133
53 8 148
17 17 145
1 71 129
81 50 119
29 3 172
100 33 199
72 64 149
81 95 131
87 45 124
9 51 200
79 94 133
27 25 143
88 23 105
86 22 119
9 43 200
6 59 152
7 66 136
2 97 129
36 89 158
61 77 152
29 76 185
17 58 179
38 56 185
69 46 161
66 47 110
54 99 154
76 28 166
88 98 111
98 29 182
7 51 117
58 72 191
20 62 135
13 29 200
12 40 194
36 33 144
44 57 100
95 26 167
14 7 128
77 77 183
49 63 165
75 77 101
86 43 145
9 45 121
40 93 157
17 24 167
94 31 140
65 100 104
26 26 164
14 4 170
62 51 193
26 41 176
82 93 155
21 29 104
11 47 199
59 69 132
48 65 145
79 15 128
66 71 177
85 84 181
57 93 122
3 64 137
97 52 100
57 73 125
65 15 107
11 79 122
82 3 178
45 64 187
67 6 180
19 50 182
20 1 121
19 27 135
41 27 126
88 43 179
97 11 128
8 55 120
32 23 179
83 71 124
78 77 172
78 7 131
73 49 141
94 5 197
32 80 142
44 1 192
100 2 107
27 68 170
25 65 153
12 1 128
33 22 170
52 61 174
67 80 179
15 83 158
9 45 110
32 83 131
55 7 141
59 14 137
88 93 135
24 75 184
50 95 151
5 55 195
35 100 171
17 2 162
71 25 166
69 71 137
23 69 173
44 62 196
77 69 117
69 83 197
67 23 133
49 52 153
1 8 158
34 70 161
30 64 170
96 35 190
84 62 191
87 50 170
30 53 134
16 21 158
62 57 112
40 6 175
20 74 161
74 41 104
67 72 145
45 11 180
75 63 200
40 66 146
58 10 148
18 97 165
44 85 172
90 20 105
7 12 118
78 47 180
2 69 147
93 49 195
56 0 137
55 66 129
89 41 198
69 78 151
37 57 194
78 97 199
14 99 116
69 11 181
17 72 147
45 70 182
92 42 196
46 80 185
83 69 179
43 33 169
93 54 184
39 97 156
8 53 117
18 81 176
78 8 185
15 84 156
97 93 197
80 23 113
16 6 109
71 44 135
44 57 166
14 44 103
44 36 136
34 82 103
66 47 187
70 72 126
77 82 187
30 68 172
70 71 142
60 67 163
19 43 125
61 59 119
89 69 174
100 40 190
12 6 103
66 97 125
58 69 108
62 98 163
78 79 107
52 58 105
51 1 178
67 4 191
88 9 101
33 86 168
64 28 144
98 65 158
74 76 115
86 55 195
94 58 157
8 16 111
44 8 158
91 84 123
54 16 190
33 6 140
20 37 171
88 50 160
39 91 132
45 96 188
70 98 111
88 18 126
17 14 145
67 71 167
43 4 170
11 41 136
20 62 143
45 60 126
6 27 176
53 1 131
9 91 153
83 23 136
74 17 191
26 76 194
33 39 170
84 8 112
63 20 157
70 58 167
0 37 200
48 71 143
33 81 199
65 57 116
40 51 148
88 44 110
78 29 123
4 77 126
89 65 191
0 1 159
82 23 193
4 68 126
66 80 101
63 18 185
75 17 185
38 38 150
59 28 127
87 74 200
6 66 115
94 3 130
70 24 125
23 33 189
4 58 172
11 34 145
95 80 171
32 89 158
29 95 187
0 23 162
95 2 167
62 59 101
29 32 184
85 50 138
80 41 183
36 73 141
93 18 108
1 76 130
72 11 138
87 36 115
14 73 140
0 84 184
9 51 157
21 98 142
72 87 140
69 63 160
14 86 139
61 20 138
98 49 178
26 10 102
45 63 122
24 65 155
0 32 176
4 77 142
17 93 130
66 96 123
15 27 126
39 46 171
34 0 193
60 100 150
90 28 130
49 26 121
20 14 164
34 68 122
5 77 114
15 26 100
96 51 122
96 42 184
72 42 193
64 83 172
25 88 165
53 100 123
98 99 135
76 97 106
89 5 178
15 27 179
34 60 109
0 82 189
7 42 159
3 55 164
10 83 126
24 17 145
77 94 117
44 26 198
2 51 155
16 87 107
1 43 163
100 96 160
58 86 144
80 75 143
59 74 155
72 32 147
70 79 100
9 58 172
41 72 198
40 72 167
73 71 160
44 35 150
50 36 182
26 20 112
78 65 120
47 43 194
30 29 182
77 73 158
12 32 100
43 93 133
77 64 122
53 76 100
49 89 185
69 51 176
78 69 170
95 15 170
80 93 169
18 57 140
48 4 188
61 33 142
95 79 155
17 11 177
98 6 182
76 56 192
76 73 127
61 31 194
87 56 106
65 6 171
90 30 125
26 57 166
62 100 191
62 14 186
1 11 140
69 44 145
11 48 151
4 2 184
32 20 161
70 61 187
42 34 180
15 63 175
21 78 172
64 33 151
59 44 138
91 48 160
61 17 190
18 61 132
54 67 140
53 37 183
71 9 189
88 77 187
82 8 112
57 51 180
31 36 187
24 63 147
38 70 119
12 13 104
78 2 147
98 24 191
72 84 121
89 3 165
39 51 163
76 76 125
30 0 157
99 68 113
40 18 100
36 69 198
36 48 107
94 75 107
49 47 176
5 56 181
34 81 196
43 98 104
65 97 165
98 52 111
71 37 188
94 92 111
78 68 156
59 17 169
90 47 146
81 99 131
65 19 167
11 24 152
5 63 173
79 91 151
22 18 168
7 18 136
77 79 175
35 57 105
56 97 122
3 94 168
78 76 135
62 21 111
9 7 128
35 83 115
32 8 126
13 58 141
99 94 117
72 36 199
29 23 164
77 14 106
35 35 141
5 39 169
78 71 134
62 1 125
33 13 126
43 15 147
37 51 116
61 12 183
85 17 162
1 52 139
27 69 162
98 91 184
68 33 109
77 50 106
57 67 177
34 99 112
88 10 129
92 93 146
62 33 114
37 44 119
22 88 192
63 41 128
17 78 107
44 39 189
92 35 100
87 12 114
65 25 163
91 99 110
19 68 134
95 49 123
11 58 130
39 72 113
21 40 170
89 36 163
71 65 102
63 44 178
34 59 166
28 84 154
49 35 129
54 28 129
39 67 168
90 89 124
42 44 199
22 56 169
90 31 174
64 62 108
17 73 182
2 45 130
55 87 166
91 25 193
4 10 141
80 73 139
47 51 155
71 3 143
26 13 113
63 79 200
58 100 136
84 44 149
96 80 164
71 62 128
11 67 112
41 14 184
36 85 161
97 20 197
37 9 125
91 30 107
54 10 155
48 37 193
19 84 136
77 39 189
39 71 100
5 77 168
15 96 129
77 79 137
21 66 124
28 55 172
66 80 152
75 72 132
37 74 145
55 94 108
43 23 172
59 63 136
27 0 194
64 2 159
16 61 118
35 70 139
88 16 128
24 33 107
13 8 181
51 58 188
75 12 166
78 76 181
91 8 170
97 60 188
5 93 198
72 91 109
30 25 104
12 60 189
41 34 107
24 63 118
10 9 197
3 21 199
24 11 141
87 45 156
13 6 148
99 66 159
85 16 108
36 88 181
26 26 125
23 71 122
77 4 175
86 47 131
10 74 158
4 2 185
45 64 142
12 32 183
53 44 121
61 36 162
87 44 195
32 25 128
3 28 164
69 99 146
23 8 111
22 88 117
53 19 172
86 49 200
94 44 197
97 10 119
86 81 140
75 13 111
32 10 122
85 73 107
11 11 140
93 63 123
53 96 178
6 77 169
94 5 102
87 34 102
83 64 165
60 67 150
7 23 126
67 5 150
99 99 158
81 24 191
52 96 100
40 24 160
76 47 167
11 85 106
48 41 168
77 60 139
90 40 110
47 49 164
81 39 102
96 63 160
51 39 162
16 23 119
83 17 154
96 37 141
17 4 151
32 51 116
58 56 119
16 92 182
60 24 116
55 100 173
43 99 152
94 3 163
82 91 101
26 48 165
38 0 119
6 81 178
54 19 189
48 88 105
60 63 147
96 16 141
12 44 110
60 12 180
81 88 193
50 63 118
63 52 118
81 96 181
90 88 141
58 12 157
97 24 178
80 48 111
39 7 158
99 61 115
27 38 189
99 83 107
61 43 127
34 71 174
97 69 146
64 86 144
8 76 107
68 92 141
28 84 189
49 51 166
90 61 196
55 42 199
47 47 135
14 69 192
52 99 161
45 83 114
40 43 179
14 48 146
95 61 181
23 93 121
62 55 159
18 47 152
71 29 141
60 15 135
6 91 165
77 25 163
59 77 154
40 88 166
94 96 172
19 88 112
28 46 162
86 73 140
48 72 143
92 61 197
36 85 186
38 51 157
58 30 149
2 15 130
47 59 187
82 56 118
45 44 160
18 5 150
86 84 145
41 24 176
7 17 157
93 87 119
46 81 180
28 5 140
4 3 112
7 17 182
21 92 185
79 76 178
47 43 102
69 90 189
83 84 140
97 9 153
60 66 171
60 36 119
68 18 183
0 75 155
8 17 131
83 98 102
32 65 118
93 84 135
95 9 114
22 48 143
32 21 152
68 9 118
56 68 137
77 12 114
80 88 133
3 41 190
9 74 119
50 14 159
67 66 127
25 55 138
56 82 167
42 1 108
6 82 100
27 75 139
35 39 101
0 12 149
67 43 169
6 33 191
6 33 125
38 14 111
100 70 157
46 85 120
86 62 137
84 54 156
58 61 188
86 82 106
46 76 114
62 5 178
13 7 184
98 78 151
27 27 158
3 46 124
35 42 131
60 50 110
97 12 179
75 85 138
57 64 123
78 90 108
66 20 183
10 82 159
25 74 149
98 31 115
55 12 154
67 100 170
98 4 138
47 2 117
53 59 143
18 6 118
70 0 134
31 77 119
3 87 137
49 35 198
85 95 192
59 62 132
66 20 194
90 78 187
81 54 140
2 11 180
92 51 156
95 0 178
17 25 156
6 72 197
73 68 167
93 68 159
79 0 154
51 96 125
39 91 141
5 23 122
9 35 118
45 12 124
69 41 162
56 37 109
32 63 103
21 21 175
65 15 118
87 100 163
0 26 169
45 49 123
83 2 176
37 90 180
75 55 108
28 67 170
43 44 180
63 82 142
91 30 200
55 28 130
8 8 106
25 85 143
74 83 153
18 45 152
95 87 151
52 24 143
20 64 149
40 18 114
60 91 106
44 46 121
7 31 127
66 38 101
73 67 181
64 82 189
93 58 182
22 19 147
27 44 175
45 35 101
85 25 168
54 24 154
57 31 169
91 46 138
73 2 151
97 95 135
97 55 183
11 31 109
23 53 114
64 17 182
20 59 172
18 10 100
91 38 106
8 84 101
23 97 180
59 5 134
45 17 189
16 43 147
42 50 128
30 100 122
65 46 161
92 66 134
56 89 198
85 7 181
93 36 163
44 40 152
63 33 172
50 97 117
77 100 124
36 68 198
60 66 132
83 16 136
85 90 111
81 20 148
25 45 124
38 2 123
56 100 170
10 22 107
63 84 167
77 71 168
70 33 137
13 52 199
2 100 161
81 78 116
75 53 163
51 62 179
4 78 168
86 66 119
5 58 185
69 72 190
42 12 191
90 60 135
34 88 175
91 79 138
52 25 103
68 51 132
56 16 105
81 97 101
53 8 111
93 55 154
15 55 106
39 0 113
46 34 141
17 98 153
1 45 111
36 30 193
45 36 197
59 92 102
56 50 198
63 54 156
71 81 110
23 2 145
99 85 103
14 22 186
11 39 128
85 68 148
94 61 187
2 26 115
27 54 179
88 41 109
26 30 101
39 82 110
93 35 164
7 62 187
48 87 197
88 59 155
70 0 180
53 95 183
46 90 187
60 44 154
23 13 169
2 93 118
80 18 172
67 28 113
77 84 174
97 43 113
29 92 172
40 66 191
89 51 151
97 81 109
82 92 116
53 78 125
24 63 106
95 39 199
60 35 126
26 21 192
78 50 107
100 50 152
12 85 152
35 75 141
26 45 123
63 64 197
93 85 170
77 21 140
1 92 113
85 66 191
55 92 105
63 25 193
35 16 145
35 72 103
53 41 101
71 19 133
87 78 188
20 66 134
43 55 162
59 37 180
99 20 181
46 74 163
33 16 118
39 1 134
28 60 103
7 41 113
7 92 129
19 66 192
60 59 198
52 44 149
37 95 138
13 75 173
53 32 189
0 21 192
97 99 174
20 75 149
36 48 148
31 32 167
64 60 173
62 60 182
16 73 148
17 69 108
99 97 198
94 83 190
37 71 102
73 6 200
54 89 178
1 23 195
34 87 195
58 19 137
42 4 167
40 80 172
58 60 178
49 10 185
75 93 163
75 8 134
2 79 191
70 21 146
75 14 121
70 43 101
84 55 173
22 27 121
6 82 141
81 5 168
36 47 114
65 34 199
69 9 173
98 92 167
15 3 193
22 82 153
36 61 195
75 13 186
29 42 164
68 46 151
10 70 140
55 98 196
84 78 103
21 22 153
74 94 182
85 62 191
64 89 110
89 93 102
87 3 135
39 34 101
34 14 185
24 52 156
51 37 127
83 70 101
43 78 114
1 77 103
74 9 116
25 32 175
56 64 137
68 67 158
86 85 132
84 28 199
62 44 153
81 58 196
73 76 134
21 95 117
82 22 157
71 81 140
88 34 146
21 16 148
7 24 120
42 18 183
11 90 138
24 83 196
49 87 123
37 83 187
73 47 151
35 96 133
26 13 183
65 18 126
81 51 147
3 96 151
1 34 161
48 96 162
82 89 157
64 83 197
90 4 160
55 32 174
54 40 129
70 21 200
34 42 125
85 32 182
100 96 167
26 88 164
73 62 151
4 74 180
54 73 114
16 47 116
36 13 171
2 20 197
81 86 103
33 72 101
62 36 165
